Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
82445,-0.688174862,0.79024667,1.865051647,1.552573445,-0.707023055,0.852548095,-0.407200781,0.856223129,0.246791068,-0.585441339,-0.298624794,0.871636622,-0.94743618,-0.15229287,-2.290322663,-0.894458647,0.701666156,0.130830853,2.072578468,-0.132795841,-0.265630185,-0.50240061,-0.028469904,-0.00849422,-0.303210632,-0.459676437,0.087258536,0.081240125,11.34,0
82117,1.24911591,-0.064502886,-0.600268013,0.671249179,1.876807791,3.91496821,-0.867310626,0.987043019,-0.268196834,0.511884185,-0.488006375,-0.130032527,0.002905825,-0.02694083,0.180726625,0.933632853,-0.839488737,-0.031078105,-0.219002731,0.017142994,-0.126402046,-0.438509814,-0.009871447,1.050597536,0.402383105,0.958755674,-0.052951677,0.006874631,5.16,0
127601,-1.594197082,-1.566078517,-1.187510312,-0.879305655,-0.793649036,0.644923725,3.771016142,-0.432904542,-0.643873698,-1.455657484,-1.624643541,-0.621641362,0.281175566,0.325225344,-0.030540278,0.604779625,-1.125756221,0.386191315,-0.835440123,1.638705864,0.752926734,0.698754235,1.573758665,0.059342474,0.161802145,0.587448726,-0.209280599,0.227484725,799,0
161174,-0.987851522,1.033986288,-0.218588362,-1.144485574,0.630490692,-0.814077903,0.618607647,0.297597504,-0.31357003,-0.427354229,0.181271279,0.899683258,0.065426977,0.537333336,-1.490369338,0.480838839,-0.866110469,-0.147034552,-0.160069023,-0.229382904,-0.106071192,-0.41259091,0.002655384,-0.406333529,-0.825964808,-0.032047278,-0.002215637,0.160833426,1.29,0
45198,-1.385240783,-1.266927611,0.525065122,-3.157189082,-2.805589596,-0.260079485,0.872263889,0.074900088,0.966690701,-1.914134955,-1.089958602,1.088221194,0.845956181,-0.491731042,-0.293146521,-2.412049998,0.39593756,1.354580849,0.063920102,-0.509055961,-0.303476559,-0.21343953,0.30298138,0.405557314,-0.517576303,-1.127224745,0.21529127,0.006029124,409.01,0
56493,-3.346811031,-3.592818647,1.279093781,-0.508512323,1.146984775,-0.252627303,-0.047628422,0.454690622,0.42229265,-0.995514089,-0.37929798,0.643419736,0.555299314,-0.416488939,-0.909118553,0.972626304,-1.117154028,0.85403762,0.246660295,1.885322134,0.380133362,-0.341295733,1.316374864,-1.032029871,0.382207674,0.900913269,-0.007450382,0.216928722,500,0
142811,1.770190135,0.126877814,-0.211410557,3.910886369,0.20285932,1.031398614,-0.328240906,0.257418395,-0.458675699,1.38561293,-0.006590163,0.951292812,0.213728976,-0.334179127,-2.900924898,0.493315513,-0.59477853,-0.035014063,-0.923589547,-0.182039697,0.142626958,0.602677244,0.068657529,0.787639459,0.087736819,0.077219818,-0.009433738,-0.041296651,39.8,0
162341,-0.337206952,1.027413203,0.03787668,-0.855286488,0.62850973,-0.5518501,0.858543817,-0.045126088,-0.038559855,0.168743887,0.577918272,0.806893913,0.091349156,0.167393963,-1.020992542,0.101349454,-0.74386277,-0.273342895,0.230532056,0.091569247,-0.236926383,-0.511110306,0.029292896,-0.403158249,-0.449320981,0.137632947,0.217625251,0.145001498,2.58,0
155400,1.877631027,1.233847728,-1.556157146,4.37648658,0.897299673,-0.829882784,0.510571446,-0.233281251,-1.089560463,0.187423368,0.000470364,0.035203894,0.664548229,-2.9478697,-1.290466157,1.140725394,1.851260936,0.205154128,-1.911099121,-0.193509038,-0.181469451,-0.286038215,0.158538183,0.104445952,0.033086831,-0.062738309,0.010141146,0.016513651,0,0
53617,1.276179393,-0.884076307,1.223306037,-0.50718323,-1.670210733,0.041193072,-1.409451337,0.273271836,-0.280459498,0.816509262,0.605559714,-0.132649288,-0.577385071,0.018916126,0.954243663,-0.339402991,-0.698812202,2.45970933,-0.829561768,-0.489333976,-0.123359711,0.057931774,0.007310684,0.004821267,0.023939331,0.711005098,0.016237296,0.019489895,19,0
55496,-1.038315072,1.589532922,0.818576774,1.646099225,-0.730553473,-0.481617807,-0.22158226,0.690827566,-1.089249799,-0.24942375,0.289838545,1.202391925,1.56698991,0.668887695,1.713876176,-0.822278291,0.838044532,-0.541043205,0.786197163,-0.099822067,0.243335244,0.519681607,0.151106868,0.637843901,-0.369294871,-0.290252358,-0.35917647,-0.060012448,5,0
84093,1.128166109,-0.076729681,1.405759652,1.426925343,-1.205785241,-0.403665759,-0.601845058,0.111529661,0.979605966,-0.181124456,-0.622822558,0.201901694,-0.75292203,-0.194816516,0.2346171,0.017141343,-0.087837483,-0.079294575,-0.329579739,-0.190028779,-0.048992157,0.026634241,0.04430322,0.702206332,0.346565058,-0.427079853,0.068014187,0.040187624,9.99,0
83513,-1.208968398,0.952095613,1.044501831,-0.159356186,0.575565183,-0.425649402,0.626954393,0.403193653,-0.8629539,-1.118652791,-0.700176584,0.574587598,0.961638126,0.337307314,0.303676249,0.253484572,-0.512046644,-0.514826383,-1.485980231,-0.106129202,0.158093513,0.1767875,-0.291672553,-0.26685264,0.852380257,-0.411985551,-0.154318584,-0.143042569,34.78,0
38151,-0.386776395,0.957023436,1.229626046,0.029726819,0.059148863,-0.553452711,0.520644137,0.162604963,-0.13907367,-0.505938013,-0.282897419,-0.907667431,-1.619644805,-0.059019996,1.33424132,0.1706931,0.38504634,-0.376652229,-0.438162078,-0.026418788,-0.255435933,-0.715476443,0.037084768,-0.024308667,-0.291281196,0.107300536,0.250641233,0.091246079,3.99,0
138961,-0.799776655,0.775711567,1.823625287,-0.609018527,0.007769885,0.092001895,0.546546062,0.242746455,-0.045456532,-0.666934278,0.4624443,0.361865202,-0.500447454,0.179691545,0.041070813,0.228978907,-0.685364587,0.603228914,0.853436217,0.184740468,-0.228061723,-0.613145499,-0.20812444,-0.396118907,0.36688869,-0.438904572,0.297092459,0.123265597,36.44,0
154395,-2.513324882,3.03720423,-3.300023208,-1.453979966,0.25981548,-0.214073244,-1.115779555,-1.018356649,-0.952625774,-0.774421202,-0.603094034,1.109561661,-0.294925489,2.340170495,-0.909307526,0.347078305,-0.14585881,0.508396238,0.154296352,0.55573426,-0.934733633,1.126876471,0.152461177,-0.195915205,-0.040115679,0.10168151,0.163488016,0.225584704,0.39,0
78643,1.156302731,-0.656366613,0.841943788,-0.863070194,-1.2170046,-0.095080562,-0.942978642,0.412547589,1.985097091,-0.872878602,0.998079462,0.014056342,-2.965409182,0.63763308,1.133464792,-0.405257813,0.042990978,0.581380832,0.506785694,-0.324304362,0.035190835,0.208944482,0.01373316,-0.035254646,0.301689267,-0.664861016,0.087615792,0.015855509,2.35,0
82646,-0.926613301,1.397459204,0.971015907,-0.14905942,0.097987511,-0.182329732,0.471519737,0.369912095,-0.627021351,-0.125219771,1.827799863,1.251484994,0.955781971,-0.347219453,0.356813202,0.270188606,0.037599488,-0.206882327,-0.197136769,0.237823013,-0.216373647,-0.398256877,0.012119275,-0.011218987,-0.185175177,0.060009877,0.095424772,-0.153539556,18.83,0
157759,-1.302694112,-0.041864073,0.963828036,-1.085066279,0.074295869,-0.407220421,-0.097722939,0.61710578,-0.137341527,-1.017962928,0.056363807,0.401193677,-0.279475282,0.399150211,-0.504184644,1.17020342,-1.117819158,0.900995152,-0.606936051,0.028160087,0.403782591,0.693021518,-0.104615424,-0.370779028,-0.265745953,0.539629253,-0.057193159,-0.023851507,65.93,0
32516,-1.387953287,0.322370478,0.629531058,-0.437116144,-0.071095426,-0.118118214,1.619428783,-0.321122248,0.260183688,0.353851193,1.257864862,0.161551089,-1.406650443,0.026525024,-0.885160083,-0.343670464,-0.361401076,-0.480537572,-0.568886796,-0.381469756,-0.075957137,0.631232583,0.290916969,0.259723682,-0.508326044,0.200217707,-0.517863995,-0.494670946,157.57,0
75759,-1.073758959,1.250032631,2.243647386,2.898092036,-0.594232044,0.820657486,-0.212936413,0.549578132,-1.186171682,0.272688842,-1.213655097,0.22202216,1.521336281,-0.286034867,0.825439453,0.26088456,-0.000507634,0.499541291,0.96417121,0.13887812,0.204913193,0.596093253,-0.352073498,-0.047120013,0.202039003,0.407181768,-0.07786317,-0.026129371,58.47,0
71640,0.08770674,1.145440332,0.581443991,0.842102484,0.631959434,-0.812809449,1.328172561,-0.57716722,-0.068779465,0.894907352,0.182788435,-0.013954554,-0.155648809,0.054497917,0.968060697,-1.132813353,0.034703996,-0.749195608,-0.120931211,0.272279676,0.049415872,0.815112424,0.009982247,0.412840314,-0.830825335,-0.458429047,0.235487892,-0.155939939,0.74,0
44726,-2.165182539,-1.780947623,-0.9129968,0.411303145,-1.610288145,1.239767635,3.02272678,0.092174282,-0.978591449,-1.443402348,-1.215797112,0.389556993,1.646400134,0.277401867,0.648303969,-0.578666884,0.374092049,-0.345610733,1.280140581,2.047797155,0.593600037,0.194162852,1.744579914,-0.916840764,0.093534936,1.234521204,-0.320120676,0.039520192,847,0
57182,1.317892188,0.180254055,-0.329354815,0.1229368,0.151646422,-0.746224731,0.348639364,-0.310716091,-0.046458889,-0.13512973,-0.914535251,0.279399315,0.831420734,0.229494647,0.845754828,0.191112328,-0.583335752,-0.336658698,0.326582818,0.014403103,-0.101914453,-0.268864581,-0.180406547,-0.373140012,0.648524818,0.64781788,-0.070302037,-0.001420942,25.41,0
50055,1.200359449,-0.929591827,-0.734480632,-0.519805462,1.207858323,3.883506265,-1.210960598,0.938941978,-0.591787635,0.719169627,-0.68975145,-0.125013922,0.296131389,-0.115919986,0.502195904,-1.116416638,-0.562897939,1.875373296,-0.767098532,-0.256972277,-0.248104065,-0.397358813,-0.157475827,0.988352723,0.65769306,-0.215606221,0.065956842,0.041162989,87,0
61410,1.045366019,0.002787522,0.372927325,1.312082671,-0.1611975,0.151492061,-0.008643994,0.143905713,0.085338387,0.037107505,1.094192835,1.013124065,-0.595249663,0.348159739,-0.746763109,-0.502506602,0.035088221,-0.426297089,-0.087120676,-0.123308296,-0.030785132,0.002970658,-0.104974497,0.030127177,0.605876792,-0.333014499,0.026051517,0.0118905,47.95,0
146316,-0.76545431,0.855891026,0.021874636,-0.866788172,0.361880956,0.552024,-0.074437685,0.667267018,0.619764612,-0.529248347,-0.109431302,-0.704244285,-1.495432769,-1.035386156,-0.059507147,1.275064017,-0.105192156,1.670696437,-0.160949834,0.100317674,0.108655721,0.534549974,-0.327129161,-0.294165101,0.057484893,0.647509411,0.098542105,-0.154846361,29.99,0
51099,-0.260556289,0.60200669,1.399535178,0.37371804,0.625486396,-0.303002317,0.858861917,-0.133830165,0.136593744,-0.449710927,-0.783733245,-0.013946263,-0.706571696,-0.208160203,-0.731128053,-0.591438517,-0.112301338,-0.87442972,-1.0076441,-0.2005492,-0.04785483,0.173069729,-0.132840248,0.065713218,-0.115777444,-0.569297639,-0.070520113,-0.159095995,1,0
165473,1.959794312,0.141671974,-1.548054733,1.30473224,0.422533314,-0.872283688,0.548964075,-0.273999934,-0.047155658,0.425475341,0.781969831,0.978913145,-0.477907235,0.761115257,-1.211152679,-0.560747102,-0.339724852,-0.17625215,0.031578458,-0.279955977,0.112096569,0.487247013,-0.011539934,0.020808538,0.408948868,-0.512870238,-0.021079558,-0.069798583,18.92,0
123014,-1.431273243,-1.539367875,1.476289098,-2.868855416,-0.374301886,-0.516787837,-0.304289403,0.16713761,-2.156258887,0.70650416,0.105649501,-0.862180061,-0.184200239,-0.402261387,-1.244601445,0.038974915,-0.106698311,0.83091112,-0.410961346,0.300685501,-0.018432829,-0.1073789,0.083730261,-0.396282684,0.749672744,-0.121299019,0.191271702,0.123889712,158,0
27352,0.419260827,1.07589354,-1.830564555,0.304413726,2.447748924,3.657619441,-1.350603141,-1.821333109,-0.738212955,-1.158241292,0.289442218,-0.142788493,-0.328121687,-0.733697985,1.4506926,0.890996299,0.716077229,1.154008957,0.06134893,0.758016475,-1.37425136,-0.025866116,-0.070287764,0.847775533,0.96759697,-0.217354993,0.061036955,0.177826717,1,0
31789,1.041210819,-0.538626121,2.038800389,1.587936449,-1.554207034,0.927117031,-1.383679123,0.551429036,1.746092144,-0.271008514,0.12995514,1.259937023,-0.62822201,-0.948350088,-2.078145186,-0.216054503,0.026768448,0.599705617,0.379915784,-0.179835216,0.129482951,0.866725249,-0.166334034,0.381684496,0.54616678,-0.130170334,0.11843361,0.030003334,6.6,0
137177,1.875366202,-0.192747052,-1.617947834,0.186750436,0.363954501,-0.722832554,0.444279111,-0.253185891,0.070965691,0.102765895,1.215494151,1.319306112,0.470532222,0.719330225,-0.055213217,-0.045988932,-0.736679953,-0.062889454,0.268819508,-0.00047731,-0.030035799,-0.242682922,0.172199751,0.755993666,-0.032704239,-0.558812924,-0.050640779,-0.041488465,89,0
116787,-0.192167289,1.069370981,0.187219434,-0.652232665,0.409535097,-1.020029331,1.066611656,-0.212203789,0.048856034,-0.136101767,-0.747920779,0.490376177,0.621140473,-0.075277666,-0.407150998,-0.198067276,-0.397527718,-0.928000867,-0.191066781,0.121437308,-0.278853774,-0.519121014,0.08355335,-0.006885146,-0.43131745,0.146134308,0.36454198,0.156219497,11.99,0
155329,1.689453594,-1.374227694,0.750656461,0.921178027,-1.859016719,0.429550968,-1.468413382,0.344583776,2.677312026,-0.372819131,-1.860556424,0.458087443,-0.68863578,-1.184725945,-1.42146062,-0.112444885,0.152994113,-0.009658273,0.201406575,-0.046887252,0.126028734,0.674083806,0.094647081,0.128363476,-0.453599024,0.728072269,0.018543249,-0.019484395,112.91,0
140819,0.576340601,1.069967125,-3.236405524,-0.739857604,3.105634642,3.349450846,-1.109443386,-1.85702434,-0.339704734,-2.057045103,0.793627336,-0.197789887,-0.601994648,-1.845521448,1.357875495,0.821644464,1.837519714,1.248019234,-0.959991914,0.627254021,-1.148781609,0.734511848,-0.102553809,0.477039438,0.608460847,-0.038893429,0.141766968,0.265763303,1,0
33439,1.214301743,0.326657726,0.283910363,0.640628248,-0.160960493,-0.596901801,0.026109269,-0.079999249,-0.010903058,-0.334268625,0.199768452,0.459699142,0.468527762,-0.311528561,1.317022519,0.173732174,0.258040119,-0.780382625,-0.558352061,-0.096700822,-0.257270568,-0.693789216,0.156143351,0.041082315,0.152347449,0.123292785,-0.004780053,0.027887711,1.29,0
53165,-0.445055969,0.763908735,1.166682635,-0.084954796,0.487395977,0.122288538,0.829403784,0.178853047,-0.652718855,-0.483754178,0.907348783,0.447577952,-0.377481077,0.416159669,-0.213647863,0.413940169,-0.882853134,0.190265442,-1.179111092,-0.150329579,0.23364093,0.564852383,-0.151861117,-0.321498996,0.108025944,-0.460428158,0.04144879,0.029228259,44.99,0
642,-3.055529004,-0.557339752,2.144688937,3.289655696,0.273454491,1.473168919,-0.423035348,0.765013477,-0.421319729,1.196380117,1.173724597,0.913011814,0.274182063,-0.461023682,-0.125363672,-0.670081444,0.726381572,-0.530678898,0.917470818,-0.325894133,-0.348268552,0.302614874,1.007227446,-0.265049225,0.277046569,0.267187502,0.141052045,0.097155309,75.93,0
27604,1.193339262,0.485798369,-0.471536154,0.669830297,0.281520853,-0.620635802,0.200889629,-0.019531416,-0.389816763,-0.466018125,1.993649502,0.581600971,-0.369631543,-0.7477088,0.511910655,0.372777722,0.854141165,0.211819873,-0.390271977,-0.111611558,-0.061370753,-0.132896109,-0.059768611,-0.074784729,0.461443955,0.381816988,-0.022721038,0.022572391,0.76,0
27501,1.070939717,-1.041455604,0.214835021,-1.622216787,-0.709754645,0.555602205,-0.79531106,0.324345446,1.890747836,-1.065258129,0.327516626,0.663024086,-0.700029168,0.119515893,1.084707393,-0.133972487,-0.42034738,0.754713872,1.027982226,0.086511147,0.168395029,0.487318932,-0.31238666,-1.080809734,0.476754947,0.172758394,0.03314016,0.014065027,105.45,0
55644,1.085680593,-0.034835583,1.406841496,1.367242108,-0.913171523,0.087906318,-0.594180596,0.177648608,0.787730241,-0.261639895,-0.188447658,0.949645072,0.470596498,-0.413702483,0.349192652,-0.334397284,0.120187402,-0.681753182,-0.69686915,-0.142685678,-0.00690634,0.24409805,0.058322959,0.412092532,0.315369901,-0.400963775,0.092722397,0.039324821,9.99,0
132584,0.776585336,0.210998936,0.025874262,-0.335263913,0.192492016,-0.404238329,0.400708527,-0.562409054,-1.612432726,1.198093641,-0.381985557,-0.576138187,1.599150215,-0.323556089,1.363878309,-0.335949083,0.851174241,-0.91749909,3.103767646,0.549870866,0.56138108,1.941749478,-0.120072077,0.861410307,-1.023305738,0.268625858,0.134910902,0.044031399,15,0
40779,1.335059509,0.029534813,-0.093113827,-0.285589483,0.095632603,-0.081758175,-0.112838688,-0.063182537,-0.092956718,0.024266318,0.513456992,0.951324592,1.152762713,0.137835888,0.326524377,0.732215011,-1.038585907,0.437283173,0.648200615,0.03371736,0.046617991,0.206230394,-0.237895147,-0.724668582,0.561657867,1.167017629,-0.080241469,-0.019127995,2.17,0
33774,1.087803477,-0.501003243,0.408031296,-0.755188103,-0.798021452,-0.396177598,-0.287901618,0.14463844,1.453226664,-0.979876055,1.443668342,1.196762314,-1.301939261,0.459496437,0.161875058,-1.085198743,0.338264694,-0.289467814,0.806496563,-0.150193868,-0.14929493,-0.297712761,0.015946045,0.195757943,0.435168924,-0.842883624,0.06613832,0.019066492,44.95,0
66644,1.180904057,-0.381284629,-0.343744679,0.593380306,1.62345405,4.385448812,-1.046109371,1.152082206,1.140540079,-0.30820623,-1.121417411,0.662571116,-0.408054285,-0.607363035,-1.755697021,-0.522677274,0.00278441,-0.446228528,0.906507389,-0.063431386,-0.498549935,-1.147193393,0.021745783,0.995167256,0.654654369,-0.523230312,0.076706366,0.024832743,9.28,0
130552,2.08338912,-0.595221228,-1.502739002,-0.535276779,-0.129342791,-0.694004278,-0.108061095,-0.20617119,1.43378287,-0.300065039,-1.742670137,-0.139293119,-0.774427966,0.124354555,-0.177995976,-0.402021622,-0.117876736,-0.369430154,0.741308581,-0.192601582,0.008155606,0.268644852,-0.026044161,-0.688604598,0.076146646,1.051922746,-0.095167205,-0.080922559,27.83,0
123355,1.688944712,-1.696448367,-0.973618436,-0.811005304,-1.008513794,-0.075625881,-0.706516997,0.005823486,-0.272202714,0.796204435,0.953828125,0.184141603,0.068623438,-0.139148858,-0.496078528,1.252051904,-0.011032506,-0.849112604,0.688910049,0.455369215,0.407236851,0.65663022,0.014115684,0.736747428,-0.287765376,-0.251788346,-0.047736417,-0.013574421,240,0
170658,-1.374910781,1.875353721,-0.747495301,-0.624739381,-0.355119953,-1.10605539,0.033303148,-0.135077397,0.027279995,-0.181347496,-1.12689104,0.694636341,0.397888104,0.575131962,-0.49496968,0.104955386,-0.040035886,-0.728835979,-0.174740051,-0.155141768,0.527254795,-0.877533328,0.301854953,0.025383896,-0.311864858,0.156821284,0.252554146,0.093442775,8.99,0
151620,-0.406409482,0.105591336,-1.595879756,-0.078141398,0.340769967,-0.757322091,0.674894104,0.373720558,0.185608614,-1.37722309,0.390728162,0.294173328,-0.984568345,-0.889592468,-1.102891507,0.241669999,1.05416735,1.042674109,0.605746971,0.141689636,0.191033401,0.241224095,0.669741888,-0.559580651,-1.982352672,-0.369095656,0.217079453,0.264217687,160.5,0
62211,0.94874608,-1.433283603,0.805992257,-0.593692815,-1.386328956,0.550530983,-1.096970408,0.265915021,-0.365423147,0.548395427,1.074915929,0.231746085,0.269958309,-0.477626548,-0.04832793,1.204826693,0.222836738,-0.841548756,0.456903628,0.431333026,0.474215532,1.039062039,-0.284812464,-0.232874592,0.333724681,-0.033443133,0.028622774,0.040014083,189,0
25240,-1.022843175,1.040171291,1.238532576,-1.013137905,-0.409939298,-0.297019645,-0.181380967,-1.745696066,-1.556441135,0.767448897,-0.531477372,-0.769843899,0.513764281,-0.131754866,1.045065165,0.707122173,0.638607019,-1.500368242,2.111356063,0.059616879,1.217493671,-1.434053257,0.086138513,-0.174268031,0.15057571,-0.412077069,0.269369724,0.141914664,22.9,0
134331,1.891918501,0.185709785,-0.150000118,3.664691775,0.154552831,0.843891613,-0.495940925,0.143175327,-0.24079157,1.355164645,-2.272360704,-0.333007081,0.672496802,-0.414362035,-0.550180613,1.46996946,-1.31563973,0.387646374,-1.390088254,-0.173692389,0.179145065,0.616813049,-0.003629457,-1.005148712,-0.043476337,0.145925867,0.01320825,-0.037411985,29.95,0
92960,0.183704092,-0.434185064,-0.351904679,-2.185223027,1.987184631,3.998478039,-0.842395806,0.699766141,0.976446017,0.340863121,0.442504917,-2.910872292,1.783248747,0.900426063,-0.337797357,-1.306366809,0.119123888,1.658427116,-1.615576765,-0.549021473,-0.204454021,0.274515301,0.035251835,0.666907001,-0.959215767,0.560153326,-0.327981693,-0.18121544,17.9,0
158488,2.050562451,0.16307985,-1.605469615,1.408448159,0.272349314,-1.276038987,0.553680381,-0.364260775,0.416544017,0.311430645,-1.254714649,-0.440971275,-1.668493571,0.806842361,-0.413374423,-0.618485595,-0.099625408,-0.403608569,-0.143208327,-0.40141627,0.023876055,0.241144702,0.016128154,0.012971442,0.427143661,-0.489628251,-0.025575601,-0.065714754,1,0
29752,1.107026463,-0.886192384,-0.546937264,-0.861094735,1.244892124,3.902049683,-1.12413596,1.032781434,1.065917112,-0.429745603,-0.56854797,0.398062955,-0.071379012,-0.392796198,-0.10329854,0.2175753,-0.351777638,-0.175690941,0.811729051,0.213833748,-0.237167441,-0.762188337,-0.028143858,1.081572784,0.264856174,0.949026086,-0.047084439,0.02194241,91.27,0
76213,-0.964514829,0.511408732,1.360281634,0.764367354,0.527290786,0.137961509,0.541089528,0.117334766,-0.362464632,-0.139549291,1.048050157,0.955619077,-0.171133052,0.038340806,-0.963075246,-0.611496266,-0.010970977,-0.341062514,0.116514348,-0.326055768,-0.011380318,0.270699832,0.116472223,0.032397486,0.267420298,-0.375966505,-0.113411146,-0.041110784,14.31,0
137413,-1.200983865,1.765732683,-1.509074694,-0.184115566,-0.668065383,-1.357483083,-0.257725922,0.748116841,-0.028015856,-0.421703227,-1.260013556,0.44556615,0.170119368,1.099956024,0.501267077,-0.002581013,-0.025239924,0.223961479,-0.066471989,-0.611452646,0.577491358,1.092030593,0.068539761,0.072683874,-0.296092516,-0.225571235,-1.144482549,-0.224842799,2.38,0
163956,2.050838547,0.305606404,-2.585837266,0.466915062,1.020922402,-1.252949226,0.87569779,-0.559348527,-0.115719904,-0.380634574,-0.352860476,0.731735594,1.314054935,-0.908216534,-0.323256949,-0.273011273,0.679381849,-0.359212381,-0.017146232,0.000524494,0.061997103,0.342930842,-0.082085226,0.686484531,0.447841173,0.675772277,-0.101943658,-0.042819245,42.81,0
108702,2.108040737,0.233603342,-2.022492722,0.077280707,0.771476868,-1.263572471,0.670722172,-0.57959255,1.140056182,-0.202302941,1.862100555,-1.277785203,2.236406783,2.283867016,-1.12301891,-0.419809433,0.0735563,0.234087304,0.304575571,-0.21266766,0.039066913,0.503753203,-0.094203014,-0.31744247,0.451311479,0.199257646,-0.112921172,-0.09637106,7.57,0
155475,2.099556397,-2.179078491,0.745256653,-1.18135509,-2.424019328,1.118292383,-2.644607608,0.542676922,0.352388474,1.338753103,-0.256380113,0.264359797,0.074538458,-1.656283203,-2.591744711,-0.588597127,0.735706678,0.771240945,0.414675858,-0.416406168,-0.02094342,0.791301535,0.22486977,0.793414727,-0.380456563,-0.03270004,0.10836755,-0.029315237,22.68,0
39322,-1.26532798,2.215078169,1.10463827,2.784207635,-0.596792102,-0.283483045,-0.107940524,0.858314095,-1.680427316,0.691022709,-0.649320246,0.204773091,0.83315618,0.713634565,1.157067717,0.215053537,0.274732471,-0.115936542,0.806557198,0.215134051,-0.134111593,-0.476857625,0.105815281,0.352587765,-0.29568833,-0.032936805,0.241830487,0.134093942,5.47,0
71676,-0.940999792,-0.036422106,0.721635757,-0.044608737,1.813682389,-0.193534075,0.375274665,0.144913633,-0.323571094,-0.608053595,-1.687609886,-0.480792482,-0.023168672,0.242600554,0.689958969,0.341283062,-0.89050435,-0.009187945,-0.776553849,0.115183701,0.120866344,0.042884232,-0.158670469,-1.343125912,0.479718137,-0.368680777,-0.005616928,0.025599435,37.4,0
646,-0.916847929,1.471811757,0.742994996,-0.131084365,0.518565999,0.772581816,-0.342257743,-2.248701941,-0.574625604,0.078703482,0.112327391,0.469908295,0.412140744,0.393192582,0.486869358,0.536173576,-0.730338358,0.697269296,1.447990967,-0.402461144,2.114718154,-1.3119873,0.155952547,-1.070768623,-0.454872325,0.186907847,0.227995758,0.152385424,1.79,0
81966,-1.529075432,1.554658034,0.954136796,0.112850302,-0.811440383,-0.508050245,-0.126402989,0.983872505,-0.488327885,-0.451400902,0.785733006,1.245812846,-0.087173806,0.57386776,-1.20470678,-0.06058775,0.206678285,-0.049516722,0.560368865,0.002702876,-0.068762359,-0.166312911,-0.028384677,0.570382662,0.026525897,0.218134257,0.177475655,0.091234261,10.3,0
52130,0.972975478,-1.151391287,0.227778094,-0.598631564,-1.122410413,-0.21655495,-0.458835092,0.054504613,-1.00637102,0.744241899,1.31217112,0.221169587,-0.532612433,0.504238424,0.628769473,-1.213985229,0.003329478,1.033524763,-0.877609152,-0.19469326,-0.313883528,-0.871075309,0.018051298,0.011695004,-0.096748933,0.90127015,-0.079878554,0.025753504,179.54,0
38375,-12.32086311,-8.782817739,-3.36284461,1.116187509,-5.117401261,2.522209647,3.616289883,-0.46952916,0.826156369,0.875102757,1.500792261,0.332644495,0.559252683,-1.081637279,-0.048094818,2.290382642,0.526709423,-2.213865738,0.642119554,-6.037317297,-1.826445043,0.573805646,-0.402723303,0.123906118,0.695702568,-0.437249495,-2.817798015,3.252350079,628.75,0
73274,-0.802055658,1.435661204,0.969340813,-0.246208425,0.160334465,-0.494296526,0.594890347,0.109398381,-0.270037952,0.269332454,1.254231451,0.580015192,0.2087943,-0.417153711,0.234167556,0.628642526,-0.388076657,0.418589945,0.262895764,0.396907261,-0.293308538,-0.671576429,-0.04705899,-0.05833729,-0.039099218,0.083983663,0.454099879,0.205809865,3.56,0
50749,1.27544899,0.711281936,-0.570087602,1.225192426,0.346580315,-0.936693755,0.300750362,-0.211172654,-0.054353768,-0.680832292,-0.355846333,-0.292108697,0.036137622,-1.368764356,1.128526407,0.752964164,0.699003158,0.767621955,-0.42296981,-0.080509831,-0.103041035,-0.220838588,-0.190024363,-0.286273503,0.762890382,-0.294073579,0.034553779,0.052055246,1,0
131447,2.2058764,-1.818611486,-0.223511402,-1.529642121,-1.854141489,-0.068006839,-1.817818618,0.068489555,-0.391051649,1.479508335,-1.913659618,-1.329312563,-0.041228698,-0.811523007,0.220218597,0.154965532,0.098275197,0.616401427,-0.05626714,-0.370382782,-0.178827454,-0.069823869,0.22981484,-0.764995597,-0.488594378,-0.20255456,0.053363123,-0.031983316,54,0
80584,-4.988092046,6.150916402,-5.611069561,1.047659952,-1.972654811,-2.694971852,-1.441583448,2.518761865,2.013894277,2.730605407,0.314497265,-0.010194342,-0.995435979,-2.58127561,1.188470511,1.157076569,3.871552236,1.503260384,-1.076807051,1.58702988,-0.37465569,-0.634328004,0.68825754,0.256685579,0.480690944,-0.326693275,1.272778958,0.671609302,2.69,0
132235,-1.002147846,0.80610903,2.797550323,4.269938228,-0.138641765,1.641743944,-0.150809453,0.300641697,-0.754719268,1.884017862,-1.893709053,-1.618027534,-0.391113178,-0.601136652,1.61374995,0.736218213,-0.462954973,1.221031909,1.111631224,0.562414074,0.035326977,0.583284491,-0.119000598,-0.745632015,0.158749218,0.596469036,0.385511982,-0.003551188,80.62,0
34988,1.143875107,-0.667650737,0.369348245,-0.361314027,-0.21045236,1.33823157,-0.84542427,0.434342406,0.965185644,-0.282872553,-0.299456298,0.574674689,0.112633638,-0.282558257,-0.000974238,0.584967378,-0.66431639,0.251602047,0.797851665,0.075747879,-0.120296852,-0.281588666,-0.183495387,-1.623535881,0.213803757,1.103847559,-0.03542972,-0.00521019,64.95,0
